Transaction_date	Movie Name	Price	Payment_Type	Name	City	State	Movie Type	Account_Created	Last_Login	Latitude	Longitude	
1/25/09 8:32	"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)"	1200	Visa	L	Alcona	Ontario	Drama	9/17/07 17:41	1/27/09 19:53	50.0666667	-91.75	
1/23/09 22:19	"Mask, The (1994)"	1200	Mastercard	Diana	Kuala Lumpur	Kuala Lumpur	Action	1/23/09 22:10	1/27/09 19:54	3.1666667	101.7	
1/7/2009 10:03	Maverick (1994)	1200	Mastercard	Emma	Sydney	New South Wales	Adventure	12/1/2008 6:09	1/27/09 20:18	-33.8833333	151.2166667	
1/18/09 3:46	Mrs. Parker and the Vicious Circle (1994)	1200	Visa	Marina	Nerang	Queensland	Drama	1/18/09 0:54	1/27/09 23:52	-27.9833333	153.3333333	
1/28/09 0:40	Naked Gun 33 1/3: The Final Insult (1994)	1200	Mastercard	Natalie 	Bryceville                  	FL	Action	1/27/09 22:04	1/28/09 0:01	30.38444	-81.93889	
1/2/2009 15:18	"Paper, The (1994)"	1200	Diners	Brenda	Saffron Walden	England	Comedy	9/1/2004 2:08	1/28/09 1:26	52.0166667	0.25	
1/18/09 13:59	Reality Bites (1994)	1200	Diners	Nita	Sutton	Dublin	Comedy	12/1/2005 19:57	1/28/09 4:07	53.3905556	-6.1216667	
1/16/09 9:54	Red Rock West (1992)	1200	Mastercard	Marian	Durban	KwaZulu-Natal	Thriller	8/3/2008 18:20	1/28/09 6:26	-29.85	31.0166667	
1/28/09 7:07	Richie Rich (1994)	1200	Visa	Kevin	Berkeswell	England	Children	1/28/09 6:57	1/28/09 7:18	52.4	-1.6333333	
1/28/09 7:31	"River Wild, The (1994)"	1200	Visa	cari	Dryden                      	VA	Action	1/28/09 7:22	1/28/09 7:34	36.7775	-82.94167	
1/18/09 12:32	Speed (1994)	1200	Visa	Cassandra	Santry	Dublin	Action	12/14/08 14:26	1/28/09 7:41	53.3986111	-6.2597222	
1/13/09 14:05	Speechless (1994)	1200	Amex	Christof and Heidi	Barcelona	Catalonia	Comedy	1/9/2009 7:54	1/28/09 7:45	41.3833333	2.1833333	
1/28/09 7:49	Timecop (1994)	1200	Visa	Ina	Fayetteville                	NC	Action	1/28/09 7:45	1/28/09 7:47	35.0525	-78.87861	
1/28/09 3:07	True Lies (1994)	1200	Visa	Lisa	Anse Comeau	Quebec	Action	1/26/09 11:47	1/28/09 8:08	49.2166667	-68.15	
1/12/2009 15:16	When a Man Loves a Woman (1994)	1200	Visa	Camille and Carmen	Thorlakshofn	 	Drama	1/12/2009 11:41	1/28/09 8:44	63.85	-21.3666667	
1/6/2009 11:17	Wolf (1994)	3600	Visa	Trina	Overland                    	KS	Drama	2/21/08 8:53	1/28/09 9:23	38.98222	-94.67056	
1/23/09 9:49	Wyatt Earp (1994)	1200	Visa	Ginger	King City	Ontario	Western	1/23/09 8:18	1/28/09 9:43	43.9333333	-79.5333333	
1/24/09 4:01	Bad Company (1995)	1200	Visa	breon	Leighton Buzzard	England	Action	1/7/2006 10:56	1/28/09 10:12	51.9166667	-0.65	
1/25/09 18:21	"Man of No Importance, A (1994)"	1200	Visa	Marion	Umea	Vasterbotten	Drama	1/25/09 16:35	1/28/09 10:19	63.8333333	20.25	
1/15/09 10:51	S.F.W. (1994)	1200	Mastercard	Pia 	Sola	Rogaland	Drama	1/11/2009 8:54	1/28/09 10:39	58.8833333	5.6	
1/2/2009 5:14	"Low Down Dirty Shame, A (1994)"	1200	Visa	Dr. Donald	Stockton-on-Tees	England	Action	1/1/2005 6:03	1/28/09 11:07	54.5833333	-1.4166667	
1/9/2009 10:35	Boys Life (1995)	3600	Visa	Jenna and Paul	Senatobia                   	MS	Drama	1/8/2009 14:02	1/28/09 11:08	34.6175	-89.96861	
1/4/2009 10:16	"Colonel Chabert, Le (1994)"	1200	Mastercard	Rebecca	Berlin	Berlin	Drama	12/28/08 10:50	1/28/09 11:09	52.5166667	13.4	
1/2/2009 12:16	Faster Pussycat! Kill! Kill! (1965)	1200	Mastercard	Monique	Waldorf                     	MD	Action	12/11/2008 6:16	1/28/09 12:07	38.62444	-76.93944	
1/28/09 12:31	Jason's Lyric (1994)	1200	Diners	lilia 	Brooklyn                    	NY	Crime	1/28/09 12:21	1/28/09 12:30	40.65	-73.95	
1/14/09 12:07	Street Fighter (1994)	1200	Mastercard	Lainey	Lakeville                   	MN	Action	1/13/09 22:28	1/28/09 12:37	44.64972	-93.2425	
1/16/09 7:20	Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)	3600	Mastercard	Jag	Saint-Cergues	Rhone-Alpes	Action	1/15/09 4:53	1/28/09 12:43	46.2333333	6.3166667	
1/6/2009 9:55	Federal Hill (1994)	1200	Mastercard	Charlene 	Vancouver	British Columbia	Drama	10/7/2008 14:55	1/28/09 13:17	49.25	-123.1333333	
1/7/2009 12:55	In the Mouth of Madness (1995)	1200	Amex	Fiona	Stamford                    	CT	Horror	1/5/2009 6:26	1/28/09 13:24	41.05333	-73.53917	
1/19/09 12:14	8 Seconds (1994)	1200	Mastercard	burt	Rathfarnham	Dublin	Drama	5/10/2008 7:07	1/28/09 13:28	53.3005556	-6.2827778	
1/13/09 15:19	Above the Rim (1994)	3600	Visa	Maggie	Paris	Ile-de-France	Crime	6/27/07 4:41	1/28/09 14:11	48.8666667	2.3333333	
1/18/09 8:56	Addams Family Values (1993)	1200	Mastercard	Stanford	Howell                      	MI	Children	1/30/08 13:16	1/28/09 14:37	42.60722	-83.92944	
1/4/2009 17:54	"Age of Innocence, The (1993)"	1200	Amex	ruth	Encinitas                   	CA	Drama	1/1/2009 10:12	1/28/09 15:13	33.03694	-117.29111	
1/5/2009 13:46	Airheads (1994)	1200	Visa	Courtney	Atchison                    	KS	Comedy	11/11/2008 14:19	1/28/09 17:10	39.56306	-95.12139	
1/5/2009 10:49	"Air Up There, The (1994)"	3600	Amex	Courtney	Mililani                    	HI	Comedy	8/23/07 0:00	1/28/09 18:13	21.42556	-157.96083	
1/12/2009 18:24	Another Stakeout (1993)	1200	Diners	Anthony	Victor                      	NY	Comedy	12/18/08 7:14	1/28/09 18:19	42.9825	-77.40917	
1/18/09 4:01	Bad Girls (1994)	1200	Visa	Eleanor	Fairbanks                   	AK	Western	1/6/2009 0:18	1/28/09 23:56	64.83778	-147.71639	
1/16/09 10:58	Barcelona (1994)	1200	Visa	GAIA	Soro	Vestsjalland	Comedy	7/27/07 7:22	1/29/09 3:16	55.4333333	11.5666667	
1/13/09 8:20	Being Human (1993)	1200	Mastercard	Zane	Warlingham	England	Drama	3/4/2005 5:51	1/29/09 3:25	51.3	-0.05	
1/12/2009 1:42	"Beverly Hillbillies, The (1993)"	1200	Mastercard	Beate	Hamburg	Hamburg	Comedy	1/7/2009 7:56	1/29/09 4:33	53.55	10	
1/28/09 13:07	Beverly Hills Cop III (1994)	1200	Amex	BALA	Accokeek                    	MD	Action	11/29/07 5:56	1/29/09 4:40	38.6675	-77.02861	
1/29/09 5:43	Black Beauty (1994)	1200	Visa	Mrs	Sunnyvale                   	CA	Adventure	1/29/09 5:18	1/29/09 5:18	37.36889	-122.03528	
1/29/09 5:30	Blink (1994)	1200	Diners	Vanessa	Ithaca                      	NY	Thriller	1/29/09 4:49	1/29/09 6:56	42.44056	-76.49694	
1/13/09 18:08	Blown Away (1994)	1200	Amex	Amanda	Houston                     	TX	Action	1/13/09 17:02	1/29/09 7:34	29.76306	-95.36306	
1/9/2009 15:24	Blue Chips (1994)	1200	Mastercard	alex 	Farmingtn Hls               	MI	Drama	1/9/2009 13:59	1/29/09 8:05	42.46444	-83.37639	
1/23/09 15:33	Blue Sky (1994)	1200	Mastercard	T	Brooklyn                    	NY	Drama	1/23/09 14:18	1/29/09 11:02	40.65	-73.95	
1/29/09 12:28	Body Snatchers (1993)	1200	Mastercard	Alva and Martin	Great Falls                 	VA	Horror	5/21/07 14:57	1/29/09 12:31	38.99806	-77.28861	
1/13/09 11:31	Boxing Helena (1993)	1200	Visa	Anett	Gosport	England	Drama	1/9/2009 11:30	1/29/09 12:48	50.8	-1.1333333	
1/29/09 10:09	"Bronx Tale, A (1993)"	3600	Mastercard	Jacqui	Scottsdale                  	AZ	Drama	1/29/09 9:59	1/29/09 12:58	33.50917	-111.89833	
1/29/09 15:08	Cabin Boy (1994)	1200	Visa	KERRY	Sunnyvale                   	CA	Comedy	1/29/09 14:04	1/29/09 14:04	37.36889	-122.03528	
1/4/2009 5:12	Calendar Girl (1993)	1200	Visa	DeeDee	Songnae-dong	Soul-t'ukpyolsi	Comedy	12/30/08 8:40	1/29/09 16:41	37.5333333	127.1166667	
1/22/09 22:16	Carlito's Way (1993)	3600	Mastercard	leanne	Clyde Hill                  	WA	Crime	1/17/09 23:28	1/29/09 16:51	47.61056	-122.19944	
1/5/2009 19:26	City Slickers II: The Legend of Curly's Gold (1994)	1200	Visa	katie	Ruschlikon	Zurich	Adventure	1/5/2009 19:14	1/30/09 1:06	47.3	8.55	
1/11/2009 12:22	Clean Slate (1994)	1200	Visa	Marina	Minneapolis                 	MN	Comedy	1/11/2009 7:18	1/30/09 2:10	44.98	-93.26361	
1/2/2009 9:31	Cliffhanger (1993)	1200	Visa	camilla	Chicago                     	IL	Action	1/2/2009 9:09	1/30/09 5:35	41.85	-87.65	
1/5/2009 11:21	Coneheads (1993)	1200	Visa	pirunkit	Petworth	England	Comedy	1/5/2009 5:46	1/30/09 5:54	50.9833333	-0.6	
1/17/09 9:49	Color of Night (1994)	1200	Diners	Kathrin	Abu Dhabi	Abu Zaby	Drama	2/27/08 20:02	1/30/09 8:45	24.4666667	54.3666667	
1/28/09 1:38	Cops and Robbersons (1994)	1200	Mastercard	Kate	Stockholm	Stockholm	Comedy	4/16/07 12:58	1/30/09 9:18	59.3333333	18.05	
1/19/09 10:32	"Cowboy Way, The (1994)"	1200	Mastercard	Maie	Queen Creek                 	AZ	Action	1/6/2009 17:57	1/30/09 10:41	33.24861	-111.63361	
1/26/09 12:05	Dave (1993)	1250	Mastercard	verena	Queen Creek                 	AZ	Comedy	1/6/2009 17:57	1/30/09 10:41	33.24861	-111.63361	
1/7/2009 18:53	Dazed and Confused (1993)	1200	Visa	Marie-Christine	Durham                      	NC	Comedy	12/29/08 9:59	1/30/09 10:46	35.99389	-78.89889	
1/26/09 11:38	Demolition Man (1993)	1200	Mastercard	Gabriella	Austin                      	TX	Action	1/26/09 7:16	1/30/09 13:15	30.26694	-97.74278	
1/8/2009 13:19	Even Cowgirls Get the Blues (1993)	1200	Mastercard	valerie et nicolas	Glenn Dale                  	MD	Comedy	1/8/2009 5:31	1/30/09 17:40	38.9875	-76.82083	
1/11/2009 14:56	Fatal Instinct (1993)	1200	Visa	Nicole	Aardal	Sogn og Fjordane	Comedy	1/5/2009 5:51	1/31/09 4:21	61.55	6.35	
1/30/09 20:36	Farewell My Concubine (Ba wang bie ji) (1993)	1200	Visa	Renee	Edinburg                    	TX	Drama	1/30/09 20:05	1/31/09 4:47	26.30139	-98.16306	
1/1/2009 8:09	Fearless (1993)	1200	Mastercard	Nicole	South Melbourne	Victoria	Drama	12/30/08 0:55	1/31/09 5:40	-37.8333333	144.9666667	
1/17/09 11:09	Fear of a Black Hat (1994)	1200	Mastercard	Joachim	Fortaleza	Ceara	Comedy	1/17/09 10:46	1/31/09 6:42	-3.7166667	-38.5	
1/31/09 7:22	With Honors (1994)	1200	Visa	Monica 	Weston                      	CT	Comedy	2/29/08 17:34	1/31/09 6:43	41.20083	-73.38111	
1/31/09 9:12	Flesh and Bone (1993)	1200	Visa	Nanci	Reading	England	Drama	8/28/08 10:22	1/31/09 9:08	51.4333333	-1	
1/31/09 8:56	Widows' Peak (1994)	1200	Mastercard	Laura	Coconut Grove               	FL	Drama	1/31/09 8:03	1/31/09 9:22	25.71222	-80.25722	
1/31/09 9:00	For Love or Money (1993)	1200	Visa	ciara and mike	London	England	Comedy	1/31/09 8:32	1/31/09 10:07	51.51334	-0.08895	
1/11/2009 14:07	"Firm, The (1993)"	1200	Visa	Sarah	San Francisco               	CA	Drama	1/11/2009 13:08	1/31/09 10:20	37.775	-122.41833	
1/1/2009 12:25	Free Willy (1993)	3600	Mastercard	Anne-line	Zug	Zug	Adventure	3/29/05 23:14	1/31/09 10:58	47.1666667	8.5166667	
1/31/09 11:14	Fresh (1994)	3600	Mastercard	Ulrika	Scottsdale                  	AZ	Crime	1/31/09 11:10	1/31/09 11:10	33.50917	-111.89833	
1/2/2009 9:57	"Fugitive, The (1993)"	1200	Amex	leigh	Potomac Falls               	VA	Thriller	2/20/05 17:20	1/31/09 11:24	39.05	-77.40111	
1/4/2009 13:20	Geronimo: An American Legend (1993)	1200	Mastercard	Nuria	Superior                    	CO	Drama	1/4/2009 12:08	1/31/09 13:17	39.97778	-105.13139	
1/22/09 12:32	"Getaway, The (1994)"	1200	Mastercard	Tejal	London	England	Action	1/2/2008 9:51	1/31/09 14:43	51.52721	0.14559	Thriller
1/18/09 6:09	Getting Even with Dad (1994)	1200	Mastercard	Ignacio	Engleside                   	VA	Comedy	5/21/07 18:56	1/31/09 15:33	38.80472	-77.04722	
1/8/2009 0:04	Go Fish (1994)	1200	Visa	ZOE	New Plymouth City	Taranaki	Drama	1/7/2009 23:34	1/31/09 17:47	-39.0666667	174.0833333	
1/24/09 7:14	Hard Target (1993)	1200	Mastercard	nihan	Roanoke                     	VA	Action	3/2/2008 7:35	1/31/09 19:18	37.20556	-80.03778	
1/24/09 11:05	Hot Shots! Part Deux (1993)	1200	Visa	alan	Norcross                    	GA	Action	7/30/07 15:16	1/31/09 19:31	33.94111	-84.21361	
1/6/2009 15:12	Live Nude Girls (1995)	1200	Amex	lydia	Sandy Plains                	GA	Comedy	9/23/06 8:42	1/31/09 20:48	34.02306	-84.36167	
1/24/09 17:06	"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"	1200	Visa	Tracey	Saint Catharines	Ontario	Comedy	1/24/09 15:51	1/31/09 21:10	43.1666667	-79.2333333	
1/3/2009 9:58	"House of the Spirits, The (1993)"	1200	Visa	Anja	Gainesville                 	VA	Drama	10/19/08 8:27	1/31/09 22:19	38.79556	-77.61417	
1/9/2009 16:35	House Party 3 (1994)	1200	Diners	Jennifer	Nordstrand	Oslo	Comedy	12/29/05 9:26	2/1/2009 4:18	59.8608333	10.7905556	
1/12/2009 14:50	"Hudsucker Proxy, The (1994)"	1200	Visa	Holly	Arlington                   	MA	Comedy	1/12/2009 9:54	2/1/2009 7:36	42.41528	-71.15694	
1/7/2009 13:49	I'll Do Anything (1994)	1200	Diners	megan	West Hills                  	CA	Comedy	1/7/2009 12:36	2/1/2009 8:20	34.20111	-118.59722	
1/9/2009 19:41	In the Army Now (1994)	1200	Mastercard	Tarah	San Jose                    	CA	Comedy	1/5/2009 18:02	2/1/2009 9:18	37.33944	-121.89389	
1/26/09 4:53	In the Line of Fire (1993)	1200	Visa	Gerardo	London	England	Action	1/26/09 4:12	2/1/2009 9:48	51.52721	0.14559	
1/23/09 21:41	In the Name of the Father (1993)	1200	Visa	Joanne	Oak Park                    	MI	Drama	12/26/08 11:00	2/1/2009 9:51	42.45944	-83.18278	
1/6/2009 16:07	"Inkwell, The (1994)"	1200	Visa	Margaret	Terrell Hills               	TX	Comedy	12/21/08 12:21	2/1/2009 10:06	29.42389	-98.49333	
1/10/2009 7:55	What's Love Got to Do with It? (1993)	1200	Visa	Laura	Jumeira	Dubayy	Drama	1/7/2009 9:47	2/1/2009 10:18	25.2097222	55.2477778	
1/28/09 20:44	Jimmy Hollywood (1994)	1200	Visa	Whitney	Falmouth                    	VA	Comedy	1/28/09 19:36	2/1/2009 11:33	38.32389	-77.46861	
1/9/2009 3:38	Judgment Night (1993)	1200	Visa	Ravinder	Lurgan	Northern Ireland	Action	6/3/2008 4:22	2/1/2009 11:53	54.4666667	-6.3333333	
1/19/09 8:52	Jurassic Park (1993)	1200	Visa	Pam	Richmond                    	TX	Action	1/6/2009 15:24	2/1/2009 11:53	29.58194	-95.76056	
1/15/09 7:26	Kalifornia (1993)	1200	Mastercard	Celina	Den Haag	Zuid-Holland	Drama	1/14/09 0:00	2/1/2009 13:17	52.0833333	4.3	
1/30/09 19:12	Killing Zoe (1994)	1200	Diners	Heather	Ooltewah                    	TN	Crime	1/30/09 18:54	2/1/2009 13:51	35.075	-85.06222	
1/5/2009 12:41	Lassie (1994)	1200	Mastercard	Kathryn	Pacific Beach               	CA	Adventure	1/5/2009 11:50	2/1/2009 14:28	32.79778	-117.23944	
1/28/09 20:59	Last Action Hero (1993)	1200	Visa	Michele 	Austin                      	TX	Action	1/28/09 9:40	2/1/2009 15:00	30.26694	-97.74278	
1/10/2009 21:36	Life with Mikey (1993)	1200	Visa	Craig	Seattle                     	WA	Comedy	8/10/2008 16:47	2/1/2009 15:27	47.60639	-122.33083	
1/25/09 19:59	Lightning Jack (1994)	1200	Visa	Kim	Seattle                     	WA	Comedy	8/13/08 18:27	2/1/2009 16:04	47.60639	-122.33083	
1/7/2009 8:03	M. Butterfly (1993)	1200	Amex	maria	Ottawa	Ontario	Drama	4/17/05 22:28	2/1/2009 18:52	45.4166667	-75.7	
1/21/09 9:07	Made in America (1993)	1200	Visa	Elaine	Vienna                      	VA	Comedy	4/2/2008 9:59	2/1/2009 21:07	38.90111	-77.26556	
1/23/09 14:43	Malice (1993)	1200	Visa	Madison	Torbay	Auckland	Thriller	1/18/09 11:34	2/1/2009 21:31	-36.7	174.75	
1/5/2009 13:07	"Man Without a Face, The (1993)"	1200	Visa	Amanda	Shenfield	England	Drama	1/2/2009 14:27	2/1/2009 22:27	51.6166667	0.3166667	
1/6/2009 3:39	Manhattan Murder Mystery (1993)	1200	Visa	Krista	Bergen	Hordaland	Comedy	9/20/05 1:58	2/2/2009 0:08	60.3911111	5.3247222	
1/15/09 15:26	Menace II Society (1993)	1200	Visa	Sarah	Bolton	England	Action	1/15/09 8:16	2/2/2009 0:53	53.5833333	-2.4333333	
1/23/09 4:47	Executive Decision (1996)	1200	Mastercard	Sarah	Sandymount	Dublin	Action	1/16/06 8:48	2/2/2009 2:12	53.335	-6.2113889	
1/12/2009 10:05	In the Realm of the Senses (Ai no corrida) (1976)	3600	Amex	Pamela	Bellinzona	Ticino	Drama	9/3/2007 13:23	2/2/2009 5:16	46.2	9.0166667	
1/30/09 5:13	What Happened Was... (1994)	1200	Visa	Christine	Antwerpen	Antwerpen	Comedy	1/3/2006 13:57	2/2/2009 5:45	51.2166667	4.4166667	
1/14/09 10:32	Much Ado About Nothing (1993)	7500	Mastercard	Diana	Campinas	Sao Paulo	Comedy	11/5/2008 7:03	2/2/2009 5:54	-22.9	-47.0833333	
1/12/2009 8:13	Mr. Wonderful (1993)	1200	Amex	mary	Nacka	Stockholm	Comedy	3/8/2006 4:32	2/2/2009 6:01	59.3	18.1666667	
1/27/09 8:11	Mrs. Doubtfire (1993)	1200	Visa	Helena	Fremont                     	CA	Comedy	1/27/09 8:05	2/2/2009 6:08	37.54833	-121.9875	
1/30/09 17:33	Naked (1993)	1200	Visa	nina	Warwick	Queensland	Drama	1/25/09 22:36	2/2/2009 6:13	-28.2333333	152.0166667	
1/15/09 9:52	"Next Karate Kid, The (1994)"	1200	Amex	Mark	Holmdel                     	NJ	Action	1/15/09 8:36	2/2/2009 7:00	40.345	-74.18444	
1/13/09 11:54	No Escape (1994)	1200	Visa	alice and rudolf	Baltimore                   	MD	Action	1/8/2009 11:11	2/2/2009 8:01	39.2725	-76.53167	
1/21/09 11:00	North (1994)	1200	Visa	Costanza	Saggart	Dublin	Comedy	1/19/09 10:11	2/2/2009 8:29	53.2802778	-6.4444444	
1/16/09 11:49	Orlando (1992)	1200	Mastercard	Yoko	Andover                     	MA	Drama	2/18/08 18:56	2/2/2009 8:53	42.65833	-71.1375	
1/1/2009 9:35	"Perfect World, A (1993)"	1200	Mastercard	Barbara	La Crescenta                	CA	Crime	12/31/08 17:51	2/2/2009 10:27	34.22417	-118.23917	
1/13/09 5:58	Philadelphia (1993)	1200	Mastercard	Kit	Suwanee                     	GA	Drama	1/5/2009 21:12	2/2/2009 13:13	34.05139	-84.07139	
1/6/2009 16:08	"Piano, The (1993)"	3600	Visa	cristina	Seattle                     	WA	Drama	3/14/05 16:39	2/2/2009 14:17	47.60639	-122.33083	
1/5/2009 10:25	Poetic Justice (1993)	1200	Amex	linda	Arlington                   	VA	Drama	10/11/2008 3:50	2/2/2009 16:13	38.89028	-77.08444	
1/4/2009 21:08	"Program, The (1993)"	1200	Mastercard	Christyna	Calgary	Alberta	Action	1/21/08 20:11	2/2/2009 18:50	51.0833333	-114.0833333	
1/12/2009 20:43	"Puppet Masters, The (1994)"	1200	Visa	Alicja 	Kenmore                     	WA	Horror	1/12/2009 20:31	2/2/2009 20:26	47.7575	-122.24278	
1/17/09 3:22	Radioland Murders (1994)	1200	Visa	Rachel	Fresno                      	CA	Comedy	2/1/2008 12:45	2/2/2009 20:35	36.74778	-119.77139	
1/18/09 11:17	"Ref, The (1994)"	1200	Amex	Rachel	Atascadero                  	CA	Comedy	3/11/2008 13:35	2/2/2009 22:49	35.48944	-120.66972	
1/27/09 9:01	"Remains of the Day, The (1993)"	1200	Visa	Jan	Barcelona	Catalonia	Drama	5/29/08 12:23	2/3/2009 0:59	41.3833333	2.1833333	
1/8/2009 8:11	Renaissance Man (1994)	1200	Diners	Karin	High Wycombe	England	Comedy	1/8/2009 7:00	2/3/2009 1:54	51.6333333	-0.7666667	
1/26/09 23:28	Rising Sun (1993)	3600	Amex	ron 	Tsaritsyno	Moscow City	Action	12/7/2006 8:26	2/3/2009 2:10	55.6283333	37.6608333	
1/10/2009 21:35	"Road to Wellville, The (1994)"	1200	Mastercard	Sharon	Ajax	Ontario	Comedy	8/7/2008 6:17	2/3/2009 3:42	43.85	-79.0166667	
1/11/2009 6:01	RoboCop 3 (1993)	1200	Mastercard	Anna	New York                    	NY	Action	1/1/2009 10:24	2/3/2009 4:25	40.71417	-74.00639	
1/19/09 14:53	Robin Hood: Men in Tights (1993)	1200	Mastercard	Laura	Fairfield                   	IA	Comedy	12/12/2008 5:18	2/3/2009 5:40	41.00861	-91.9625	
1/22/09 7:14	Romeo Is Bleeding (1993)	1200	Visa	Yana	North Bay	Ontario	Crime	10/11/2006 19:22	2/3/2009 6:36	46.3	-79.45	
1/15/09 8:12	Romper Stomper (1992)	1200	Visa	Katherine	Marietta                    	GA	Action	1/13/09 10:03	2/3/2009 7:44	33.9525	-84.55	
1/7/2009 6:33	Ruby in Paradise (1993)	1200	Diners	Therese	Clontarf	Dublin	Drama	6/15/08 8:08	2/3/2009 7:51	53.3591667	-6.2161111	
1/12/2009 8:05	Rudy (1993)	1200	Amex	Francoise 	Danville                    	PA	Drama	1/12/2009 6:44	2/3/2009 8:01	40.96333	-76.61306	
1/28/09 13:03	"Savage Nights (Nuits fauves, Les) (1992)"	3600	Amex	Elizabeth	Okotoks	Alberta	Drama	9/10/2008 6:53	2/3/2009 9:13	50.7166667	-113.9666667	
1/25/09 8:54	Schindler's List (1993)	1200	Amex	Corinne	Anthem                      	AZ	Drama	3/26/06 17:32	2/3/2009 9:50	33.86722	-112.14611	
1/5/2009 10:08	"Scout, The (1994)"	1200	Visa	Ec	Clonmel	Tipperary	Comedy	1/5/2009 7:47	2/3/2009 10:21	52.355	-7.7038889	
1/5/2009 19:29	Searching for Bobby Fischer (1993)	1200	Visa	Carmen	Arlington                   	VA	Drama	4/29/08 16:09	2/3/2009 10:23	38.89028	-77.08444	
1/7/2009 19:06	"Secret Garden, The (1993)"	3600	Amex	Brittany	Orlando                     	FL	Children	8/10/2004 3:30	2/3/2009 11:32	28.53806	-81.37944	
1/23/09 11:33	Serial Mom (1994)	1200	Mastercard	Sandrine	Walnut Creek                	CA	Comedy	1/22/09 23:31	2/3/2009 11:49	37.90639	-122.06389	
1/3/2009 21:11	"Shadow, The (1994)"	1200	Mastercard	asuncion 	Centennial                  	CO	Action	12/3/2008 13:00	2/3/2009 11:50	39.57917	-104.87639	
1/11/2009 17:28	Shadowlands (1993)	1200	Visa	Sophie	Newtown                     	CT	Drama	1/11/2009 11:50	2/3/2009 12:21	41.41389	-73.30389	
1/21/09 20:18	Short Cuts (1993)	1200	Amex	Henrietta	Vancouver	British Columbia	Drama	7/6/2007 23:53	2/3/2009 12:22	49.25	-123.1333333	
1/24/09 10:23	"Simple Twist of Fate, A (1994)"	1200	Visa	DD	York	England	Drama	8/19/08 12:58	2/3/2009 12:57	53.9666667	-1.0833333	
1/7/2009 14:55	Sirens (1994)	1200	Visa	Jennifer	Drogheda	Louth	Drama	9/21/06 2:39	2/3/2009 13:36	53.7188889	-6.3477778	
1/29/09 10:38	Six Degrees of Separation (1993)	1200	Visa	samuel	Saddle Brook                	NJ	Drama	1/29/09 9:08	2/3/2009 14:39	40.89889	-74.09306	
1/8/2009 14:04	Sleepless in Seattle (1993)	1200	Amex	Angelina  Patrick	San Diego                   	CA	Comedy	1/7/2009 17:01	2/3/2009 14:57	32.71528	-117.15639	
1/31/09 21:50	Sliver (1993)	1200	Visa	Sven	Issaquah                    	WA	Thriller	1/31/09 21:01	2/3/2009 16:30	47.53028	-122.03139	
1/1/2009 16:00	Blade Runner (1982)	1200	Visa	Toni	Bolton	England	Action	10/7/2008 15:19	2/3/2009 16:45	53.5833333	-2.4333333	
1/30/09 13:13	Son in Law (1993)	1200	Visa	Patrick	Lexington                   	MA	Comedy	1/30/09 12:44	2/3/2009 17:14	42.44722	-71.225	
1/27/09 16:50	So I Married an Axe Murderer (1993)	1200	Visa	jason	Altadena                    	CA	Comedy	12/28/08 14:42	2/3/2009 18:09	34.18972	-118.13028	
1/30/09 7:42	Striking Distance (1993)	250	Visa	Tabatha	Altadena                    	CA	Action	12/28/08 14:42	2/3/2009 18:09	34.18972	-118.13028	
1/17/09 15:48	Super Mario Bros. (1993)	3600	Visa	Aline	Davis                       	CA	Action	1/8/2005 14:03	2/3/2009 19:14	38.545	-121.73944	Sci-Fi
1/12/2009 11:40	Surviving the Game (1994)	3600	Visa	Debra	Toronto	Ontario	Action	12/30/08 6:59	2/3/2009 19:42	43.6666667	-79.4166667	
1/30/09 20:27	Terminal Velocity (1994)	1200	Mastercard	Natasha	Pasadena                    	CA	Action	1/30/09 20:02	2/3/2009 23:39	34.14778	-118.14361	
1/27/09 18:35	Thirty-Two Short Films About Glenn Gould (1993)	1200	Mastercard	Melinda	Buffalo Grove               	IL	Drama	1/27/09 18:28	2/3/2009 23:42	41.98111	-89.595	
1/16/09 12:47	Threesome (1994)	1200	Visa	Luc1nda	London	England	Comedy	12/12/2004 15:18	2/4/2009 2:13	51.52721	0.14559	
1/2/2009 2:50	"Nightmare Before Christmas, The (1993)"	1200	Visa	Kim	Newcastle	Wicklow	Animation	10/12/2005 6:56	2/4/2009 2:19	53.0683333	-6.0658333	
1/21/09 5:39	"Three Musketeers, The (1993)"	1200	Amex	Britlyn 	Norwalk                     	CT	Action	11/4/2008 9:51	2/4/2009 4:31	41.1175	-73.40833	
1/28/09 1:28	Tombstone (1993)	1200	Diners	Adam	Besancon	Franche-Comte	Action	1/26/09 2:28	2/4/2009 5:39	47.25	6.0333333	
1/8/2009 13:33	True Romance (1993)	1200	Visa	Mimi	Monte-Carlo	 	Crime	9/23/06 13:19	2/4/2009 6:16	43.7333333	7.4166667	
1/22/09 12:09	"War Room, The (1993)"	1200	Visa	Liann	Monaco	 	Documentary	1/22/09 11:32	2/4/2009 6:28	43.7333333	7.4166667	
1/20/09 8:23	"Pagemaster, The (1994)"	1200	Mastercard	Sarah	Floyds Knobs                	IN	Action	10/12/2005 17:17	2/4/2009 8:16	38.32444	-85.87361	
